TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
nETGs,12.444,12.40942683422494,1.0053090320311926,11.628812922697476,2.4194600727860704,1-564538
nETGs,11.659,11.487506477454964,0.9366652680847564,11.473564615573592,2.4459154139511234,1-564644
nETGs,11.287,10.961252121722547,0.8478191945813801,11.31038649935917,2.3400473176613934,1-567299
nETGs,11.086,10.728882984099918,0.7937897595149322,11.135665114449605,2.285107029566812,1-568594
nETGs,11.079,10.698476205134062,0.8476957512032564,11.14616990424655,2.2607866686549762,1-569098
nETGs,11.823,11.649596939408546,1.0647203250305002,11.641481904793185,2.494711025205263,1-569263
nETGs,11.502,11.242586409430444,1.0851829168449643,11.455968917362496,2.37984917876283,1-570488
nETGs,11.371,11.194792218893658,0.8826376568649266,11.195141691298286,2.3370597263205246,1-570537
nETGs,10.39,9.992061425067273,0.49609838168272763,10.46918029021879,2.06595298031387,1-570686
nETGs,11.139,10.756162549197288,0.761627663079759,11.207812977635959,2.301897717195208,1-572558
nETGs,10.326,9.86568683555097,0.27966739510518035,10.442284284769164,2.1652443261253107,1-574775
nETGs,11.305,11.014568994444753,0.8014724314545075,11.294135856138393,2.334051440346892,1-575209
nETGs,11.707,11.644288514381515,0.8201350138396429,11.136614275502902,2.2835273648616936,1-575215
nETGs,11.559,11.293440168760592,1.1213304179025938,11.520373152063042,2.330007700872759,1-575668
nETGs,11.553,11.263343394702726,1.0441483203333761,11.541320732704914,2.3787611753163733,1-575737
nETGs,11.553,11.191859136564323,1.0901164499189724,11.605793454127637,2.355643050220869,1-575738
nETGs,11.403,11.153934438873822,0.7876736838853153,11.343961930737848,2.348694190265541,1-575826
nETGs,11.164,10.940732859683896,0.660201184188919,11.069208924906604,2.375846436309156,1-575898
nETGs,10.981,10.698933888436137,0.784830614507768,10.961170079573579,2.2079035303860515,1-576076
nETGs,11.084,10.758792990082739,0.7831164536061815,11.106901769247056,2.269746373130767,1-576094
nETGs,11.508,11.18231389478086,1.0071926430180937,11.531331195777378,2.3914644118391033,1-576106
nETGs,11.696,11.515800507536328,1.160468673741382,11.528010428067718,2.438067450453494,1-576294
nETGs,11.444,11.253925034978764,0.8342939141790369,11.294593810262064,2.4055171069763763,1-576335
nETGs,11.372,11.081908154265074,0.8826383536619103,11.360779228150546,2.3552599055273786,1-576412
nETGs,11.353,11.015404839824045,0.8597388690111611,11.386724226119682,2.3712526291249394,1-576427
nETGs,11.365,11.019808316900612,1.0330620129564634,11.405082652467803,2.307496037913213,1-576431
nETGs,11.2,10.934257784910663,0.8480656153599028,11.161589366202268,2.2880255353883627,1-576534
nETGs,11.283,11.044040781985107,0.8540029555279445,11.210554486826341,2.3402457615679317,1-582516
nETGs,10.808,10.556760042242992,0.5810388575784665,10.751753561417553,2.2113875529368587,1-583694
nETGs,11.382,11.101381892629934,0.9843465588392515,11.360581232828352,2.3669829759778507,1-584618
nETGs,10.804,10.493110334956368,0.6398831097437113,10.81364078800221,2.245265839457461,1-584637
nETGs,10.396,10.252162843341251,0.1769601563081358,10.1471813207351,2.255272505103306,1-584895
nETGs,11.22,11.054698416774258,0.7340811066033883,11.021490300247477,2.379305517750582,1-584896
nETGs,11.195,11.042684306150912,0.7821872509422786,10.967056052523697,2.3550682063488506,1-585210
nETGs,11.721,11.567016446006326,0.9811853508196902,11.497000719918361,2.506505032404872,1-585543
nETGs,10.762,10.24851431588114,0.5693740067960223,10.904039403213904,2.2385478876813276,1-585593
nETGs,11.054,10.792772822408004,0.8419210316668991,11.010177809427388,2.2177470732627937,1-586486
nETGs,11.646,11.587021566644905,0.6488481556920662,11.05078337527768,2.238297067875394,1-586585
nETGs,10.816,10.671998453087353,0.6559060583986804,10.567599725067673,2.2794387882870204,1-587930
nETGs,11.455,10.929467662711081,0.9502677872732197,11.602260344699392,2.3928727454020793,1-591006
nETGs,10.87,10.742777436679557,0.3981121210854531,10.575750296890796,2.03342375548695,1-591183
nETGs,10.293,9.945294297631959,0.3531465920506644,10.335142511604513,2.070037866607755,1-591255
nETGs,10.803,10.630044192799563,0.5954979633573667,10.620569098466758,2.222456336679247,1-591276
nETGs,11.107,10.90450147184228,0.6923184174641132,10.979345313442833,2.292920299600006,1-591689
nETGs,11.402,11.120414359559053,0.8733791811343662,11.381644105528627,2.4111144185509046,1-591782
nETGs,11.389,11.145694955905947,0.9014570346517492,11.322408949104009,2.3780343224573315,1-592010
nETGs,11.117,10.903769350752615,0.7393351200504381,11.006833440610608,2.305566313515304,1-592128
nETGs,11.479,11.212632161141718,0.9216856563662751,11.441329531543456,2.400537989391946,1-593328
nETGs,11.602,11.361869003596883,0.8529676119679654,11.531146621156289,2.4749443354653877,1-593533
nETGs,11.505,11.308078064883835,0.857452070618445,11.367792883813433,2.4523998459114416,1-593898
nETGs,11.427,11.253099259078452,0.5659677295163144,11.246494277447269,2.3560258571931225,1-593929
nETGs,11.297,11.097947483120116,0.7154198626052848,11.163481833622022,2.4171394097273255,1-593971
nETGs,11.307,10.95627849640723,0.7319133726290701,11.35158512978588,2.452859335795852,1-594098
nETGs,12.235,12.150706808574878,1.0415101053634785,11.782573065699928,2.530967681571915,1-594318
nETGs,11.654,11.453897176511985,0.9926433958257864,11.522282304698415,2.471144965160633,1-594335
nETGs,11.495,11.326863852521509,1.03092299739715,11.302547553891156,2.390581878550435,1-594386
nETGs,11.515,11.039043078414297,0.9204351806947685,11.63935539736426,2.454387467146955,1-594451
nETGs,11.178,10.93401903501488,0.8443538487992135,11.112307255981401,2.2805783703680764,1-594477
nETGs,11.015,10.641712988626477,0.6828675489822663,11.076932436097517,2.282848602834645,1-594483
nETGs,10.618,10.398836619440472,0.26221475156793195,10.51703054109486,2.268343913951065,1-594515
nETGs,11.069,10.906681125091827,0.6603922119606441,10.86398013335053,2.3310221710418286,1-594528
nETGs,11.758,11.649246765123413,0.9976051514140281,11.40444537878721,2.5258219521566625,1-595166
nETGs,11.498,11.212070660928736,0.9280365456881922,11.48235531227944,2.3895204658463776,1-596385
nETGs,10.696,10.516550892078296,0.6143702133933443,10.526547542221703,2.162862993321926,1-598275
nETGs,11.269,11.092065011511014,0.9013498342907053,11.094591298188025,2.3001605369513523,1-598278
nETGs,11.288,10.96606977133673,0.9068202486229069,11.307940431686323,2.3656751404559175,1-598372
nETGs,11.698,11.4893112439675,0.9767168086263593,11.58057067425071,2.4807253789884878,1-601561
nETGs,11.373,11.291677333288154,0.613102545714805,10.906430271405753,2.0149403497929366,1-60349
nETGs,11.266,11.076645450287511,0.7584579332722742,11.115278701112045,2.373095987078727,1-603705
nETGs,11.352,10.534611277811967,0.9316098781620938,11.581288099598467,2.3432115901797474,1-603965
nETGs,11.558,11.422546254286196,0.9427510870281862,11.287068705014553,2.387389826338729,1-603996
nETGs,11.16,10.86248372463696,0.7160046154148021,11.156457619415445,2.2119210843085093,1-604153
nETGs,11.538,11.310969981182993,0.9776325725672138,11.448747801176712,2.39776625612645,1-604210
nETGs,10.85,10.655619903787178,0.5861372296476343,10.708326396878839,2.2234959409623944,1-60446
nETGs,11.141,10.739253486141605,0.7293259828834225,11.222700506477388,2.3070679506612985,1-604826
nETGs,11.706,11.405006339265643,1.1055438130710493,11.705963662030184,2.422917980767662,1-604832
nETGs,11.373,11.066955081049565,0.8009221763462239,11.377957674959006,2.330413773349191,1-604860
nETGs,11.072,10.699378262843146,0.6285929204706243,11.133443346481952,2.3406423775607053,1-604888
nETGs,11.623,11.349795999854548,1.1256117001371586,11.593268350040626,2.378942698613437,1-605311
nETGs,10.36,10.065416792830364,0.665486800481641,10.35345606976834,2.0141003215196207,1-60537
nETGs,11.299,11.083458986711305,0.8848517016188414,11.192453206742684,2.305566313515304,1-605387
nETGs,11.434,10.99096157765387,0.9419578361560591,11.540838798884119,2.2755416884013098,1-605419
nETGs,11.598,11.337363572878763,1.0409187257840022,11.5534605387453,2.417969642214737,1-605502
nETGs,11.144,10.814295329553897,0.8540629162181211,11.170898098876272,2.2884728005997825,1-605510
nETGs,10.645,10.075253754417982,0.6518585146138992,10.809762689680165,2.1501421618485588,1-60570
nETGs,11.299,11.054523213523993,0.8695842969431108,11.233964143105954,2.3649260337899753,1-607059
nETGs,11.149,10.888937118111027,0.7953227975511952,11.103762086549217,2.265996370495079,1-608874
nETGs,11.103,10.866665990852853,0.7666361871187729,11.026950408573297,2.3085644135612386,1-612698
nETGs,11.33,11.181410458120398,0.704150896526887,11.093055362747524,2.402433346219312,1-613211
nETGs,11.269,10.737398362352234,0.8094926223923377,11.418813443685982,2.3344537511509307,1-613755
nETGs,11.511,11.381976055198066,1.1939037353734658,11.222000002536799,2.3236645356081,1-613799
nETGs,11.304,11.014652724045868,0.8508906238611508,11.291994301508893,2.353723937588949,1-61450
nETGs,11.307,10.962022020524435,0.9278318253036061,11.34690655121297,2.311117842662506,1-61484
nETGs,11.311,11.083083269140266,0.7223046039525883,11.22303589440205,2.4222614508136027,1-614907
nETGs,10.779,10.353510253252148,0.6380899821635635,10.875622367915899,2.1958996524092336,1-615485
nETGs,11.218,11.027654767081307,0.7083354246757688,11.069085594540773,2.3062105081677613,1-61613
nETGs,11.971,11.906927478889562,0.8605179080128973,11.409275030856943,2.4308809464528913,1-61633
nETGs,11.325,11.308435266842555,0.9826782501014371,10.199174086957209,2.3281756614383227,1-61812
nETGs,11.496,11.254689860070958,0.9561209849022276,11.426738585679061,2.395326393069351,1-61841
nETGs,11.188,10.982287873275272,0.786537714726971,11.065701934292045,2.3042750504771283,1-61862
nETGs,11.117,10.674590799458814,0.8522365711975406,11.223483618669356,2.2119210843085093,1-62047
nETGs,11.169,11.042954533112487,0.5701932081766959,10.871273373175457,2.292920299600006,1-62201
nETGs,11.951,11.84575631068238,0.957989809580437,11.584882049504477,2.427972713608209,1-622417
nETGs,10.891,10.832698864740793,0.7514314528143232,10.29109818510318,2.1085650237328344,1-623608
nETGs,10.567,10.393833315803315,0.4505574535699215,10.384999836752833,2.0149403497929366,1-623641
nETGs,10.425,10.23750416820399,0.41829952921830504,10.27085694006802,2.132899769944483,1-623756
nETGs,10.979,10.618955810311576,0.5512056359158566,11.03094594328297,2.373279893277496,1-624448
nETGs,11.55,11.312845138746344,0.9793666677103804,11.475082896983873,2.3911116137028023,1-625510
nETGs,11.163,10.946720764432552,0.6653002790007648,11.057599460076105,2.358315640082196,1-626822
nETGs,10.78,10.173025737248954,0.6980993124205802,10.957717069493095,2.1280760126687155,1-626924
nETGs,11.61,11.41294834528645,1.2146057019638168,11.473018901745332,2.3585059114902354,1-626979
nETGs,11.268,10.954332181560025,0.7489622866706744,11.280280441568324,2.383815365980431,1-627086
nETGs,11.598,11.498315972060464,0.8559435732756775,11.210982187517557,2.40226138245468,1-627142
nETGs,10.864,10.470381412386617,0.6004281855651981,10.94027622335806,2.2195845262142546,1-627173
nETGs,10.964,10.74059317558452,0.549984219617667,10.8694166682833,2.3330440298234874,1-627331
nETGs,11.533,11.366281472524065,0.8951449870425309,11.337533707028168,2.480581786829169,1-631803
nETGs,11.383,11.209414132371991,0.9519687168650308,11.20185417680743,2.3380578754197563,1-631833
nETGs,11.249,10.908467328095123,0.9697408494991339,11.285207245957302,2.307282047033346,1-631889
nETGs,11.2,10.969822524807347,0.7430389656955233,11.11529103948739,2.3506356082589543,1-631910
nETGs,11.362,11.118828439390983,0.8536988707903206,11.29523116244321,2.358886204405869,1-631986
nETGs,11.454,11.220632059875173,1.002856637576507,11.373815398477468,2.3585059114902354,1-632505
nETGs,11.303,11.071926478998268,0.8227569558445219,11.219569844084543,2.3324384599156054,1-632576
nETGs,11.066,10.86778586194794,0.5282752281150388,10.93103613471337,2.344785122632661,1-632581
nETGs,10.685,10.244518242308787,0.7047508896600567,10.79039059602152,2.1649473726218416,1-632698
nETGs,11.759,11.570801950118833,1.0966671929018952,11.606154565050732,2.392169149489736,1-632854
nETGs,11.11,10.56896043894048,0.9948874950014526,11.263684628602924,2.182699903336043,1-633196
nETGs,11.384,11.063775653973794,0.9119035509163238,11.402381809756136,2.331427296520743,1-633211
nETGs,11.236,10.87972739360227,0.7178359571726015,11.285002051532976,2.359076226059263,1-633283
nETGs,11.079,10.799139313425203,0.7140775539436878,11.056745698407667,2.2902572693945182,1-633476
nETGs,11.443,11.231636312757901,0.9058490433265182,11.32987191753475,2.329397879361043,1-633545
nETGs,11.142,10.822801215525395,0.7358386697048565,11.159439117991868,2.325515663363148,1-633587
nETGs,11.343,11.1851537519264,0.834357479245365,11.127944610964796,2.380030247967831,1-633591
nETGs,11.06,10.41691368031499,0.7980987392423826,11.248948425378297,2.246005904076029,1-633722
nETGs,11.423,11.23076863390049,0.8521748322942854,11.27749378290615,2.4087486061842442,1-633947
nETGs,11.83,11.77301414938502,0.7757552702927987,11.220831307361873,2.379668034033654,1-633981
nETGs,11.268,10.999620978459454,0.9237620358162857,11.232693254348776,2.285782273779395,1-634055
nETGs,11.102,10.938177747647964,0.6688524169138126,10.90027924448625,2.2638726768652235,1-634115
nETGs,11.688,11.482557025862732,1.1511553869368523,11.565257332346201,2.410439786210347,1-634274
nETGs,11.179,10.887210251560612,0.7409930499899786,11.16955887127752,2.3573630306151427,1-634318
nETGs,10.948,10.494708383577585,0.7339994080709203,11.060514954227719,2.263399331334002,1-634404
nETGs,11.125,10.874125705757237,0.666985225307728,11.068286327301713,2.3312247810207323,1-634538
nETGs,11.444,11.236863479942983,0.9808217526855012,11.324042726928827,2.3716219271760215,1-634789
nETGs,10.968,10.629066363135252,0.6734802272414452,11.002859458094973,2.294466226161593,1-634825
nETGs,10.616,10.112669047104513,0.47246287285611566,10.753473343046238,2.187520720836463,1-634828
nETGs,10.16,9.604175433428221,0.32735819506074804,10.319516881883878,1.9827233876685453,1-635506
nETGs,11.302,11.14342902582872,0.7175877906141337,11.08859363108159,2.391816923613249,1-635839
nETGs,10.964,10.836664140340838,0.5240075766248807,10.670082994748519,2.358886204405869,1-638033
nETGs,11.097,10.606022141131193,0.6718209539300534,11.22870469870664,2.3473300153169503,1-639466
nETGs,10.991,10.729473706576961,0.497344713376055,10.94754016393534,2.3012470886362113,1-639484
nETGs,11.219,10.896356248251802,0.7302161988931475,11.239588896444259,2.338854746252323,1-66619
nETGs,11.012,10.612425465446895,0.7551893216431754,11.09226752229816,2.196728722623287,1-67031
nETGs,11.182,10.93213688432709,0.7139948963292684,11.123989592625808,2.3336487565147013,1-71108
nETGs,11.128,10.816396214883834,0.7858274179060555,11.13832245598065,2.2711443179490782,1-71113
nETGs,11.374,11.053858691431689,0.9705333415214402,11.392305640890399,2.344195715871435,1-71488
nETGs,11.709,11.598674012121304,0.9662354988968688,11.360927665427441,2.2830749747354715,1-71953
nETGs,11.613,11.467290683080648,0.9188694683487255,11.368913384808728,2.4202858849419178,1-72166
nETGs,11.003,10.196570028382547,0.7421753547701461,11.230290061572816,2.2681097298084785,1-72210
nETGs,11.752,11.572376322577329,1.096179836883855,11.58288853401514,2.397244581010386,1-72231
nETGs,11.34,11.14270316794885,0.8619511664810753,11.203445583254759,2.3774883833761327,1-72325
nETGs,11.648,11.400475107547116,1.2218054641907001,11.586964458871865,2.3654879848909,1-72421
nETGs,11.495,11.230313126395982,0.9103577066318004,11.4553355150678,2.4143046881283317,1-72607
nETGs,11.614,11.318876976034208,1.2237812275116957,11.608011576656603,2.334252642334231,1-73
nETGs,11.399,11.197031593958874,0.8712231898106505,11.270451444139326,2.416141031168329,1-73028
nETGs,10.609,10.32058745033127,0.6290008415667271,10.596004985846376,2.1209028176145273,1-73241
nETGs,11.542,11.388079726967396,0.8529071672018391,11.31785198093926,2.4499409887733377,1-762
nETGs,11.122,10.691490069436025,0.7635026987982872,11.221612112559157,2.2933625547114453,1-76488
nETGs,11.551,11.486458743015595,0.7850446745716381,10.99221205118161,2.2342641243787895,1-76762
nETGs,11.492,11.248307532416389,0.9201226686618987,11.425924237762638,2.4299136977637548,1-76931
nETGs,10.089,9.669123958015884,0.21058569619446418,10.182212944640229,2.0273496077747564,1-77006
